trip_id,season,daylight,duration_min,outside_temp_c,capacity,passenger_count,occupancy_pct,lighting_kWh_fixed,vent_kWh_fixed,hvac_kWh_fixed,total_aux_kWh_fixed,lighting_kWh_sensor,vent_kWh_sensor,hvac_kWh_sensor,total_aux_kWh_sensor,pct_savings
T03811,spring,0,30,11.97,200,11,5.5,3.0,1.5,0.937,5.437,0.71,0.682,0.796,2.188,59.75
T03812,winter,1,34,-2.77,200,36,18.0,1.983,1.7,2.362,6.046,0.68,0.986,2.179,3.845,36.4
T03813,winter,1,31,9.98,200,115,57.5,1.808,1.55,1.102,4.46,1.395,1.511,1.903,4.809,-7.81
T03814,autumn,0,39,16.8,200,61,30.5,3.9,1.95,0.809,6.659,1.573,1.375,1.274,4.221,36.61
T03815,summer,1,30,31.23,200,113,56.5,1.75,1.5,1.116,4.366,1.33,1.447,1.869,4.646,-6.41
T03816,summer,1,43,22.27,200,132,66.0,2.508,2.15,0.62,5.278,2.179,2.279,2.09,6.547,-24.04
T03817,summer,1,32,25.67,200,97,48.5,1.867,1.6,0.697,4.163,1.248,1.416,1.418,4.082,1.95
T03818,spring,0,44,11.61,200,0,0.0,4.4,2.2,1.409,8.009,0.88,0.88,1.051,2.811,64.9
T03819,spring,0,30,5.67,200,22,11.0,3.0,1.5,1.346,5.846,0.82,0.765,1.241,2.826,51.66
T03820,winter,0,27,4.39,200,27,13.5,2.7,1.35,1.286,5.336,0.783,0.722,1.221,2.726,48.92
T03821,autumn,0,33,13.18,200,9,4.5,3.3,1.65,0.944,5.894,0.759,0.734,0.782,2.276,61.39
T03822,spring,0,23,14.3,200,0,0.0,2.3,1.15,0.602,4.052,0.46,0.46,0.436,1.356,66.54
T03823,spring,0,36,8.18,200,40,20.0,3.6,1.8,1.42,6.82,1.2,1.08,1.518,3.798,44.31
T03824,winter,0,38,-2.54,200,166,83.0,3.8,1.9,2.62,8.32,2.863,2.337,3.975,9.175,-10.28
T03825,autumn,1,40,10.93,200,157,78.5,2.333,2.0,1.34,5.673,2.36,2.37,2.889,7.619,-34.31
T03826,summer,1,35,19.99,200,122,61.0,2.042,1.75,0.485,4.277,1.657,1.768,1.579,5.004,-16.99
T03827,autumn,0,24,12.81,200,14,7.0,2.4,1.2,0.706,4.306,0.592,0.564,0.621,1.777,58.73
T03828,winter,0,43,7.39,200,57,28.5,4.3,2.15,1.77,8.22,1.677,1.473,2.095,5.245,36.19
T03829,summer,1,24,26.37,200,152,76.0,1.4,1.2,0.559,3.159,1.376,1.392,1.49,4.258,-34.8
T03830,autumn,0,24,18.44,200,26,13.0,2.4,1.2,0.413,4.013,0.688,0.636,0.46,1.784,55.55
T03831,summer,0,23,22.13,200,18,9.0,2.3,1.15,0.325,3.775,0.598,0.564,0.325,1.487,60.61
T03832,winter,0,41,2.98,200,159,79.5,4.1,2.05,2.287,8.437,2.993,2.45,3.763,9.205,-9.11
T03833,winter,0,38,4.86,200,1,0.5,3.8,1.9,1.772,7.472,0.773,0.769,1.389,2.931,60.77
T03834,autumn,0,22,18.66,200,23,11.5,2.2,1.1,0.368,3.668,0.609,0.566,0.393,1.568,57.26
T03835,summer,0,40,24.18,200,39,19.5,4.0,2.0,0.742,6.742,1.32,1.19,0.968,3.478,48.42
T03836,summer,0,47,21.5,200,43,21.5,4.7,2.35,0.599,7.649,1.614,1.445,0.962,4.021,47.43
T03837,autumn,1,33,4.88,200,95,47.5,1.925,1.65,1.538,5.113,1.265,1.444,2.136,4.845,5.24
T03838,autumn,0,50,9.84,200,30,15.0,5.0,2.5,1.793,9.293,1.5,1.375,1.807,4.682,49.62
T03839,summer,1,38,25.14,200,115,57.5,2.217,1.9,0.784,4.901,1.71,1.852,1.852,5.415,-10.5
T03840,winter,0,46,8.79,200,22,11.0,4.6,2.3,1.754,8.654,1.257,1.173,1.64,4.07,52.96
T03841,autumn,0,31,8.42,200,10,5.0,3.1,1.55,1.207,5.857,0.723,0.698,1.015,2.435,58.42
T03842,summer,0,10,23.09,200,3,1.5,1.0,0.5,0.162,1.662,0.21,0.207,0.114,0.532,68.02
T03843,winter,1,19,1.14,200,130,65.0,1.108,0.95,1.143,3.201,0.95,0.997,1.637,3.585,-11.98
T03844,winter,0,34,3.66,200,44,22.0,3.4,1.7,1.674,6.774,1.179,1.054,1.756,3.989,41.11
T03845,autumn,0,40,14.45,200,6,3.0,4.0,2.0,1.034,7.034,0.88,0.86,0.819,2.559,63.62
T03846,autumn,0,28,7.64,200,22,11.0,2.8,1.4,1.137,5.337,0.765,0.714,1.057,2.537,52.47
T03847,winter,0,42,9.66,200,27,13.5,4.2,2.1,1.522,7.822,1.218,1.123,1.494,3.835,50.97
T03848,autumn,0,31,6.31,200,15,7.5,3.1,1.55,1.349,5.999,0.775,0.736,1.181,2.692,55.11
T03849,autumn,1,29,14.76,200,97,48.5,1.692,1.45,0.73,3.872,1.131,1.283,1.369,3.783,2.29
T03850,summer,1,24,18.8,200,53,26.5,1.4,1.2,0.394,2.994,0.584,0.798,0.638,2.02,32.53
T03851,summer,1,36,15.13,200,25,12.5,2.1,1.8,0.878,4.778,0.72,0.945,0.897,2.562,46.37
T03852,summer,1,40,22.35,200,53,26.5,2.333,2.0,0.583,4.917,0.973,1.33,1.001,3.305,32.79
T03853,summer,1,29,20.55,200,115,57.5,1.692,1.45,0.367,3.508,1.305,1.414,1.218,3.936,-12.21
T03854,summer,1,45,19.71,200,115,57.5,2.625,2.25,0.651,5.526,2.025,2.194,1.959,6.178,-11.8
T03855,summer,1,42,25.37,200,80,40.0,2.45,2.1,0.888,5.438,1.4,1.68,1.624,4.704,13.48
T03856,summer,0,29,28.06,200,57,28.5,2.9,1.45,0.86,5.21,1.131,0.993,1.118,3.242,37.77
T03857,summer,1,31,23.83,200,83,41.5,1.808,1.55,0.552,3.91,1.064,1.263,1.139,3.467,11.33
T03858,autumn,0,59,18.91,200,26,13.0,5.9,2.95,0.956,9.806,1.691,1.563,1.08,4.335,55.8
T03859,spring,0,20,10.22,200,43,21.5,2.0,1.0,0.701,3.701,0.687,0.615,0.787,2.088,43.57
T03860,spring,1,44,17.92,200,53,26.5,2.567,2.2,0.807,5.574,1.071,1.463,1.241,3.775,32.27
T03861,summer,1,36,23.43,200,143,71.5,2.1,1.8,0.609,4.509,1.956,2.007,1.945,5.908,-31.01
T03862,summer,0,23,20.31,200,59,29.5,2.3,1.15,0.303,3.753,0.912,0.799,0.589,2.301,38.68
T03863,summer,1,53,23.89,200,37,18.5,3.092,2.65,0.95,6.691,1.06,1.55,1.222,3.832,42.73
T03864,winter,0,55,6.51,200,54,27.0,5.5,2.75,2.368,10.618,2.09,1.842,2.719,6.651,37.36
T03865,spring,0,35,10.75,200,13,6.5,3.5,1.75,1.186,6.436,0.852,0.814,1.027,2.693,58.16
T03866,summer,1,21,20.67,200,137,68.5,1.225,1.05,0.26,2.535,1.099,1.139,1.016,3.254,-28.37
T03867,summer,1,22,20.91,200,34,17.0,1.283,1.1,0.261,2.644,0.44,0.627,0.375,1.442,45.48
T03868,spring,0,31,10.91,200,37,18.5,3.1,1.55,1.04,5.69,1.002,0.907,1.124,3.034,46.68
T03869,autumn,0,37,14.62,200,14,7.0,3.7,1.85,0.943,6.493,0.913,0.869,0.835,2.617,59.7
T03870,autumn,1,41,14.5,200,200,100.0,2.392,2.05,1.056,5.498,3.007,2.87,3.222,9.099,-65.5
T03871,spring,0,37,9.68,200,12,6.0,3.7,1.85,1.339,6.889,0.888,0.851,1.148,2.887,58.1
T03872,autumn,0,56,13.58,200,16,8.0,5.6,2.8,1.554,9.954,1.419,1.344,1.404,4.167,58.14
T03873,summer,1,18,27.79,200,151,75.5,1.05,0.9,0.475,2.425,1.026,1.039,1.159,3.225,-33.0
T03874,summer,0,28,23.74,200,27,13.5,2.8,1.4,0.493,4.693,0.812,0.749,0.554,2.115,54.93
T03875,autumn,1,10,6.38,200,125,62.5,0.583,0.5,0.433,1.517,0.483,0.512,0.71,1.706,-12.44
T03876,autumn,0,39,9.63,200,30,15.0,3.9,1.95,1.416,7.266,1.17,1.073,1.424,3.667,49.54
T03877,winter,0,35,4.31,200,37,18.5,3.5,1.75,1.674,6.924,1.132,1.024,1.693,3.848,44.42
T03878,autumn,0,31,9.74,200,21,10.5,3.1,1.55,1.118,5.768,0.837,0.783,1.042,2.662,53.85
T03879,winter,0,30,-0.85,200,200,100.0,3.0,1.5,1.947,6.447,2.6,2.1,3.362,8.062,-25.04
T03880,autumn,1,54,15.71,200,123,61.5,3.15,2.7,1.249,7.099,2.574,2.74,2.876,8.19,-15.38
T03881,summer,1,38,26.76,200,45,22.5,2.217,1.9,0.917,5.034,0.823,1.188,1.167,3.178,36.86
T03882,spring,0,23,14.29,200,60,30.0,2.3,1.15,0.603,4.053,0.92,0.805,0.85,2.575,36.45
T03883,spring,0,38,13.31,200,34,17.0,3.8,1.9,1.077,6.777,1.191,1.083,1.177,3.451,49.08
T03884,summer,1,44,16.25,200,200,100.0,2.567,2.2,0.966,5.732,3.227,3.08,3.316,9.623,-67.87
T03885,summer,1,42,24.7,200,119,59.5,2.45,2.1,0.827,5.377,1.946,2.089,2.064,6.1,-13.45
T03886,summer,1,39,20.15,200,167,83.5,2.275,1.95,0.527,4.752,2.431,2.408,2.274,7.114,-49.71
T03887,spring,1,48,18.31,200,114,57.0,2.8,2.4,0.839,6.039,2.144,2.328,2.198,6.67,-10.44
T03888,winter,0,35,6.63,200,57,28.5,3.5,1.75,1.498,6.748,1.365,1.199,1.754,4.318,36.02
T03889,autumn,0,18,22.44,200,52,26.0,1.8,0.9,0.266,2.966,0.672,0.594,0.448,1.714,42.2
T03890,summer,0,45,25.25,200,18,9.0,4.5,2.25,0.94,7.69,1.17,1.103,0.894,3.166,58.82
T03891,spring,1,46,13.64,200,97,48.5,2.683,2.3,1.27,6.254,1.794,2.035,2.266,6.096,2.53
T03892,summer,1,28,22.63,200,0,0.0,1.633,1.4,0.426,3.459,0.56,0.56,0.271,1.391,59.8
T03893,spring,1,28,12.23,200,100,50.0,1.633,1.4,0.859,3.892,1.12,1.26,1.477,3.857,0.9
T03894,autumn,0,60,7.25,200,38,19.0,6.0,3.0,2.487,11.487,1.96,1.77,2.596,6.326,44.93
T03895,autumn,1,38,11.83,200,93,46.5,2.217,1.9,1.198,5.315,1.431,1.643,1.952,5.027,5.41
T03896,summer,1,43,18.83,200,173,86.5,2.508,2.15,0.704,5.362,2.766,2.72,2.69,8.176,-52.46
T03897,spring,0,34,6.96,200,20,10.0,3.4,1.7,1.431,6.531,0.907,0.85,1.306,3.063,53.11
T03898,summer,0,44,27.98,200,39,19.5,4.4,2.2,1.179,7.779,1.452,1.309,1.371,4.132,46.88
T03899,autumn,0,32,10.54,200,27,13.5,3.2,1.6,1.098,5.898,0.928,0.856,1.086,2.87,51.34
T03900,spring,0,29,16.03,200,4,2.0,2.9,1.45,0.651,5.001,0.619,0.609,0.492,1.72,65.6
T03901,autumn,0,26,7.29,200,26,13.0,2.6,1.3,1.075,4.975,0.745,0.689,1.029,2.464,50.48
T03902,summer,1,38,30.71,200,86,43.0,2.217,1.9,1.367,5.484,1.343,1.577,2.006,4.926,10.18
T03903,winter,1,29,6.23,200,114,57.0,1.692,1.45,1.267,4.408,1.295,1.407,1.971,4.672,-5.99
T03904,winter,1,30,4.45,200,55,27.5,1.75,1.5,1.426,4.676,0.75,1.012,1.605,3.368,27.97
T03905,summer,0,29,15.42,200,30,15.0,2.9,1.45,0.689,5.039,0.87,0.797,0.751,2.418,52.0
T03906,winter,1,13,11.87,200,86,43.0,0.758,0.65,0.409,1.817,0.459,0.54,0.64,1.638,9.83
T03907,winter,0,59,0.85,200,28,14.0,5.9,2.95,3.59,12.44,1.731,1.593,3.222,6.545,47.39
T03908,summer,0,20,12.64,200,28,14.0,2.0,1.0,0.596,3.596,0.587,0.54,0.608,1.735,51.76
T03909,autumn,1,24,4.88,200,138,69.0,1.4,1.2,1.118,3.718,1.264,1.308,1.863,4.435,-19.28
T03910,winter,0,19,4.64,200,21,10.5,1.9,0.95,0.895,3.745,0.513,0.48,0.816,1.809,51.7
T03911,spring,1,54,12.09,200,63,31.5,3.15,2.7,1.673,7.523,1.494,1.931,2.263,5.687,24.4
T03912,winter,1,28,13.96,200,95,47.5,1.633,1.4,0.754,3.787,1.073,1.225,1.346,3.644,3.77
T03913,summer,1,52,19.31,200,32,16.0,3.033,2.6,0.797,6.431,1.04,1.456,1.007,3.503,45.52
T03914,winter,0,42,3.26,200,28,14.0,4.2,2.1,2.104,8.404,1.232,1.134,1.999,4.365,48.07
T03915,autumn,1,21,18.35,200,133,66.5,1.225,1.05,0.365,2.64,1.071,1.118,1.08,3.269,-23.81
T03916,winter,0,34,17.3,200,115,57.5,3.4,1.7,0.669,5.769,1.983,1.657,1.63,5.271,8.63
T03917,spring,1,42,12.24,200,117,58.5,2.45,2.1,1.288,5.838,1.918,2.068,2.429,6.416,-9.9
T03918,summer,1,10,24.52,200,50,25.0,0.583,0.5,0.193,1.276,0.233,0.325,0.281,0.839,34.22
T03919,winter,0,39,-0.6,200,200,100.0,3.9,1.95,2.508,8.358,3.38,2.73,4.351,10.461,-25.17
T03920,winter,0,50,3.95,200,23,11.5,5.0,2.5,2.431,9.931,1.383,1.288,2.241,4.912,50.53
T03921,autumn,0,50,10.25,200,12,6.0,5.0,2.5,1.748,9.248,1.2,1.15,1.499,3.849,58.38
T03922,autumn,0,48,11.62,200,23,11.5,4.8,2.4,1.536,8.736,1.328,1.236,1.477,4.041,53.74
T03923,spring,0,47,13.62,200,45,22.5,4.7,2.35,1.299,8.349,1.645,1.469,1.583,4.697,43.74
T03924,summer,0,17,21.35,200,33,16.5,1.7,0.85,0.211,2.761,0.527,0.48,0.293,1.3,52.92
T03925,autumn,1,37,8.36,200,67,33.5,2.158,1.85,1.445,5.453,1.073,1.36,1.848,4.281,21.51
T03926,spring,0,36,8.4,200,19,9.5,3.6,1.8,1.403,6.803,0.948,0.891,1.277,3.116,54.2
T03927,spring,1,34,4.33,200,119,59.5,1.983,1.7,1.625,5.308,1.575,1.691,2.48,5.747,-8.26
T03928,summer,1,41,24.27,200,132,66.0,2.392,2.05,0.768,5.21,2.077,2.173,2.142,6.393,-22.7
T03929,winter,0,31,-4.95,200,69,34.5,3.1,1.55,2.315,6.965,1.333,1.155,2.439,4.927,29.26
T03930,winter,0,33,10.64,200,3,1.5,3.3,1.65,1.126,6.076,0.693,0.685,0.876,2.254,62.9
T03931,summer,1,45,22.27,200,95,47.5,2.625,2.25,0.649,5.524,1.725,1.969,1.687,5.381,2.59
T03932,spring,1,47,14.57,200,157,78.5,2.742,2.35,1.203,6.295,2.773,2.785,3.081,8.639,-37.24
T03933,spring,1,37,10.87,200,78,39.0,2.158,1.85,1.244,5.252,1.209,1.462,1.8,4.47,14.9
T03934,winter,0,26,-1.09,200,34,17.0,2.6,1.3,1.703,5.603,0.815,0.741,1.566,3.122,44.28
T03935,spring,1,19,9.89,200,114,57.0,1.108,0.95,0.679,2.738,0.849,0.921,1.164,2.934,-7.17
T03936,spring,1,17,4.4,200,191,95.5,0.992,0.85,0.81,2.651,1.196,1.152,1.605,3.952,-49.06
T03937,summer,0,51,31.46,200,52,26.0,5.1,2.55,1.925,9.575,1.904,1.683,2.219,5.806,39.37
T03938,spring,1,36,7.67,200,80,40.0,2.1,1.8,1.46,5.36,1.2,1.44,1.984,4.624,13.73
T03939,summer,1,26,25.38,200,118,59.0,1.517,1.3,0.55,3.367,1.196,1.287,1.302,3.785,-12.44
T03940,winter,0,39,3.43,200,34,17.0,3.9,1.95,1.94,7.79,1.222,1.111,1.914,4.248,45.47
T03941,winter,0,46,2.48,200,19,9.5,4.6,2.3,2.621,9.521,1.211,1.139,2.237,4.587,51.82
T03942,summer,0,18,17.93,200,0,0.0,1.8,0.9,0.33,3.03,0.36,0.36,0.221,0.941,68.93
T03943,winter,0,35,0.4,200,56,28.0,3.5,1.75,2.167,7.417,1.353,1.19,2.25,4.793,35.37
T03944,summer,1,15,14.57,200,147,73.5,0.875,0.75,0.384,2.009,0.835,0.851,0.938,2.625,-30.64
T03945,winter,0,27,3.89,200,105,52.5,2.7,1.35,1.316,5.366,1.485,1.249,1.878,4.611,14.07
T03946,summer,1,37,20.36,200,177,88.5,2.158,1.85,0.483,4.492,2.43,2.377,2.255,7.062,-57.23
T03947,autumn,1,39,10.04,200,79,39.5,2.275,1.95,1.381,5.606,1.287,1.55,1.968,4.805,14.29
T03948,spring,1,55,7.92,200,187,93.5,3.208,2.75,2.2,8.159,3.795,3.671,4.771,12.237,-49.99
T03949,spring,0,54,0.07,200,34,17.0,5.4,2.7,3.386,11.486,1.692,1.539,3.131,6.362,44.61
T03950,winter,0,35,8.32,200,21,10.5,3.5,1.75,1.37,6.62,0.945,0.884,1.267,3.096,53.23
T03951,winter,0,33,0.84,200,41,20.5,3.3,1.65,2.009,6.959,1.111,0.998,1.938,4.047,41.84
T03952,spring,1,28,14.73,200,62,31.0,1.633,1.4,0.707,3.74,0.765,0.994,1.029,2.789,25.44
T03953,winter,1,32,5.18,200,47,23.5,1.867,1.6,1.47,4.937,0.715,1.016,1.592,3.323,32.68
T03954,spring,0,43,12.68,200,34,17.0,4.3,2.15,1.277,7.727,1.347,1.226,1.381,3.954,48.83
T03955,summer,1,22,26.48,200,47,23.5,1.283,1.1,0.518,2.901,0.491,0.698,0.678,1.868,35.62
T03956,spring,1,28,10.9,200,143,71.5,1.633,1.4,0.939,3.973,1.521,1.561,1.906,4.989,-25.57
T03957,spring,0,26,12.94,200,25,12.5,2.6,1.3,0.758,4.658,0.737,0.682,0.753,2.172,53.37
T03958,summer,1,26,14.58,200,11,5.5,1.517,1.3,0.665,3.482,0.52,0.592,0.565,1.677,51.84
T03959,spring,1,43,18.2,200,149,74.5,2.508,2.15,0.763,5.421,2.422,2.462,2.43,7.314,-34.91
T03960,summer,0,43,23.47,200,20,10.0,4.3,2.15,0.731,7.181,1.147,1.075,0.739,2.961,58.77
T03961,autumn,0,52,18.55,200,0,0.0,5.2,2.6,0.883,8.683,1.04,1.04,0.581,2.661,69.36
T03962,spring,0,21,10.26,200,41,20.5,2.1,1.05,0.734,3.884,0.707,0.635,0.812,2.154,44.54
T03963,summer,1,25,32.41,200,127,63.5,1.458,1.25,1.001,3.709,1.225,1.294,1.724,4.243,-14.4
T03964,autumn,0,36,12.64,200,36,18.0,3.6,1.8,1.072,6.472,1.152,1.044,1.18,3.376,47.83
T03965,summer,1,30,28.07,200,72,36.0,1.75,1.5,0.89,4.14,0.92,1.14,1.298,3.358,18.88
T03966,summer,1,36,30.76,200,0,0.0,2.1,1.8,1.299,5.199,0.72,0.72,0.928,2.368,54.45
T03967,autumn,1,31,18.55,200,163,81.5,1.808,1.55,0.526,3.885,1.891,1.883,1.862,5.636,-45.09
T03968,spring,0,44,18.72,200,38,19.0,4.4,2.2,0.731,7.331,1.437,1.298,0.979,3.714,49.33
T03969,winter,0,26,0.78,200,186,93.0,2.6,1.3,1.587,5.487,2.132,1.729,2.718,6.579,-19.9
T03970,winter,1,26,5.09,200,198,99.0,1.517,1.3,1.2,4.016,1.889,1.807,2.476,6.173,-53.69
T03971,spring,0,43,16.1,200,6,3.0,4.3,2.15,0.958,7.408,0.946,0.924,0.75,2.621,64.62
T03972,summer,1,36,31.01,200,140,70.0,2.1,1.8,1.321,5.221,1.92,1.98,2.533,6.433,-23.22
T03973,spring,1,34,9.69,200,49,24.5,1.983,1.7,1.23,4.914,0.782,1.097,1.432,3.31,32.63
T03974,spring,0,38,14.0,200,36,18.0,3.8,1.9,1.019,6.719,1.216,1.102,1.151,3.469,48.37
T03975,autumn,0,55,6.66,200,28,14.0,5.5,2.75,2.35,10.6,1.613,1.485,2.274,5.373,49.31
T03976,autumn,0,55,10.54,200,0,0.0,5.5,2.75,1.888,10.138,1.1,1.1,1.422,3.622,64.28
T03977,winter,0,26,3.19,200,3,1.5,2.6,1.3,1.306,5.206,0.546,0.539,1.045,2.131,59.07
T03978,autumn,1,58,11.34,200,57,28.5,3.383,2.9,1.89,8.173,1.489,1.986,2.405,5.88,28.05
T03979,autumn,0,13,9.74,200,35,17.5,1.3,0.65,0.469,2.419,0.412,0.374,0.492,1.277,47.21
T03980,spring,1,40,5.78,200,66,33.0,2.333,2.0,1.786,6.119,1.147,1.46,2.175,4.781,21.86
T03981,winter,0,35,2.25,200,22,11.0,3.5,1.75,2.013,7.263,0.957,0.892,1.751,3.6,50.44
T03982,autumn,0,60,9.92,200,23,11.5,6.0,3.0,2.14,11.14,1.66,1.545,2.032,5.237,52.99
T03983,summer,1,39,20.58,200,73,36.5,2.275,1.95,0.491,4.716,1.209,1.492,1.144,3.845,18.46
T03984,autumn,1,25,9.2,200,139,69.5,1.458,1.25,0.931,3.639,1.325,1.369,1.75,4.444,-22.11
T03985,summer,0,33,15.32,200,41,20.5,3.3,1.65,0.791,5.741,1.111,0.998,0.97,3.079,46.37
T03986,winter,1,15,7.4,200,96,48.0,0.875,0.75,0.617,2.242,0.58,0.66,0.906,2.146,4.28
T03987,summer,0,39,26.92,200,52,26.0,3.9,1.95,0.955,6.805,1.456,1.287,1.292,4.035,40.71
T03988,winter,0,34,14.64,200,8,4.0,3.4,1.7,0.865,5.965,0.771,0.748,0.705,2.223,62.73
T03989,autumn,1,44,17.5,200,43,21.5,2.567,2.2,0.847,5.614,0.924,1.353,1.143,3.42,39.07
T03990,winter,1,20,15.42,200,66,33.0,1.167,1.0,0.475,2.642,0.573,0.73,0.734,2.037,22.88
T03991,autumn,0,43,8.21,200,32,16.0,4.3,2.15,1.693,8.143,1.319,1.204,1.708,4.23,48.05
T03992,winter,0,36,8.15,200,122,61.0,3.6,1.8,1.422,6.822,2.184,1.818,2.406,6.408,6.08
T03993,summer,0,33,21.5,200,47,23.5,3.3,1.65,0.421,5.371,1.177,1.048,0.716,2.94,45.25
T03994,summer,1,26,26.18,200,135,67.5,1.517,1.3,0.595,3.412,1.343,1.397,1.473,4.214,-23.52
T03995,spring,1,60,14.74,200,114,57.0,3.5,3.0,1.514,8.014,2.68,2.91,3.141,8.731,-8.94
T03996,summer,1,25,25.5,200,0,0.0,1.458,1.25,0.535,3.244,0.5,0.5,0.373,1.373,57.68
T03997,spring,1,25,7.7,200,132,66.0,1.458,1.25,1.012,3.72,1.267,1.325,1.766,4.358,-17.14
T03998,summer,1,53,22.75,200,84,42.0,3.092,2.65,0.819,6.56,1.837,2.173,1.858,5.869,10.54
T03999,spring,1,29,5.2,200,144,72.0,1.692,1.45,1.331,4.473,1.585,1.624,2.286,5.496,-22.86
T04000,autumn,0,21,13.24,200,0,0.0,2.1,1.05,0.598,3.748,0.42,0.42,0.439,1.279,65.88
T04001,spring,1,18,11.91,200,100,50.0,1.05,0.9,0.564,2.514,0.72,0.81,0.96,2.49,0.97
T04002,winter,0,14,11.08,200,18,9.0,1.4,0.7,0.464,2.564,0.364,0.343,0.423,1.13,55.91
T04003,summer,0,39,17.38,200,2,1.0,3.9,1.95,0.761,6.611,0.806,0.799,0.542,2.148,67.51
T04004,summer,1,27,20.81,200,23,11.5,1.575,1.35,0.326,3.251,0.54,0.695,0.376,1.611,50.45
T04005,spring,0,46,8.64,200,43,21.5,4.6,2.3,1.769,8.669,1.579,1.415,1.943,4.937,43.05
T04006,winter,1,55,-3.0,200,150,75.0,3.208,2.75,3.852,9.81,3.117,3.163,5.525,11.804,-20.32
T04007,autumn,1,34,13.72,200,101,50.5,1.983,1.7,0.933,4.616,1.371,1.538,1.711,4.621,-0.09
T04008,summer,1,43,21.19,200,114,57.0,2.508,2.15,0.519,5.178,1.921,2.086,1.772,5.778,-11.6
T04009,winter,0,44,3.45,200,29,14.5,4.4,2.2,2.187,8.787,1.305,1.199,2.092,4.597,47.69
T04010,summer,0,44,29.61,200,32,16.0,4.4,2.2,1.468,8.068,1.349,1.232,1.481,4.063,49.65
T04011,spring,0,40,9.31,200,38,19.0,4.0,2.0,1.48,7.48,1.307,1.18,1.58,4.067,45.63
T04012,summer,0,38,20.94,200,72,36.0,3.8,1.9,0.448,6.148,1.672,1.444,1.078,4.194,31.78
T04013,summer,0,19,17.82,200,43,21.5,1.9,0.95,0.353,3.203,0.652,0.584,0.482,1.719,46.32
T04014,summer,1,38,16.08,200,79,39.5,2.217,1.9,0.848,4.965,1.254,1.51,1.496,4.261,14.18
T04015,autumn,0,18,7.97,200,45,22.5,1.8,0.9,0.718,3.418,0.63,0.562,0.793,1.986,41.91
T04016,summer,0,41,32.23,200,36,18.0,4.1,2.05,1.624,7.774,1.312,1.189,1.638,4.139,46.75
T04017,summer,0,49,16.74,200,7,3.5,4.9,2.45,1.024,8.374,1.094,1.066,0.812,2.972,64.51
T04018,winter,0,17,8.9,200,17,8.5,1.7,0.85,0.644,3.194,0.436,0.412,0.577,1.426,55.36
T04019,spring,1,31,12.04,200,21,10.5,1.808,1.55,0.964,4.322,0.62,0.783,0.911,2.314,46.46
T04020,autumn,0,29,23.07,200,46,23.0,2.9,1.45,0.469,4.819,1.025,0.913,0.704,2.642,45.17
T04021,autumn,0,45,18.19,200,44,22.0,4.5,2.25,0.799,7.549,1.56,1.395,1.126,4.081,45.94
T04022,summer,1,18,18.58,200,24,12.0,1.05,0.9,0.304,2.254,0.36,0.468,0.329,1.157,48.66
T04023,summer,0,41,23.9,200,31,15.5,4.1,2.05,0.736,6.886,1.244,1.138,0.872,3.254,52.75
T04024,summer,0,44,20.66,200,16,8.0,4.4,2.2,0.546,7.146,1.115,1.056,0.532,2.703,62.18
T04025,winter,0,24,6.1,200,22,11.0,2.4,1.2,1.055,4.655,0.656,0.612,0.974,2.242,51.83
T04026,spring,1,34,15.11,200,176,88.0,1.983,1.7,0.83,4.514,2.221,2.176,2.389,6.786,-50.35
T04027,spring,0,54,8.52,200,0,0.0,5.4,2.7,2.09,10.19,1.08,1.08,1.595,3.755,63.15
T04028,winter,0,34,2.38,200,0,0.0,3.4,1.7,1.945,7.045,0.68,0.68,1.457,2.817,60.02
T04029,summer,1,46,25.11,200,139,69.5,2.683,2.3,0.947,5.93,2.438,2.519,2.572,7.528,-26.95
T04030,summer,1,32,27.24,200,145,72.5,1.867,1.6,0.806,4.273,1.76,1.8,1.972,5.532,-29.46
T04031,autumn,0,43,14.21,200,18,9.0,4.3,2.15,1.134,7.584,1.118,1.053,1.054,3.226,57.47
T04032,spring,1,39,16.05,200,96,48.0,2.275,1.95,0.874,5.099,1.508,1.716,1.737,4.961,2.69
T04033,winter,1,25,7.42,200,103,51.5,1.458,1.25,1.027,3.736,1.025,1.144,1.562,3.731,0.14
T04034,spring,0,41,6.27,200,48,24.0,4.1,2.05,1.786,7.936,1.476,1.312,1.971,4.759,40.04
T04035,autumn,0,35,11.88,200,50,25.0,3.5,1.75,1.1,6.35,1.283,1.137,1.344,3.765,40.72
T04036,summer,1,39,31.19,200,82,41.0,2.275,1.95,1.448,5.673,1.326,1.579,2.046,4.951,12.72
T04037,summer,1,29,30.63,200,157,78.5,1.692,1.45,1.038,4.18,1.711,1.718,2.175,5.604,-34.08
T04038,winter,0,25,11.77,200,26,13.0,2.5,1.25,0.792,4.542,0.717,0.662,0.785,2.164,52.35
T04039,spring,0,42,15.66,200,59,29.5,4.2,2.1,0.976,7.276,1.666,1.459,1.434,4.56,37.33
T04040,summer,1,29,31.72,200,200,100.0,1.692,1.45,1.113,4.254,2.127,2.03,2.628,6.785,-59.48
T04041,spring,1,16,7.82,200,104,52.0,0.933,0.8,0.644,2.377,0.661,0.736,0.993,2.39,-0.54
T04042,autumn,0,20,16.58,200,28,14.0,2.0,1.0,0.425,3.425,0.587,0.54,0.464,1.59,53.57
